"Entity Name","Entity ID","Fiscal Year","Valuation Date","Name of Actuary","Actuarial Accrued Liability_Funding Position","Actuarial Value of Assets","Unfunded Actuarial Accrued Liability (UAAL)","Funded Ratio (Rounded to Nearest Tenth, Example: 99.9) (%)","Annual Covered Payroll_Funding Position","UAAL as a Percenrate of ACP (%)","Select Method Used to Determine Actuarial Accrued Liability","Please Specifiy Other Method"
"City of Fresno Fire and Police Retirement System","7231","20152016","2016-06-30T00:00:00","The Segal Company","1,067,416,000","1,276,604,000","-209,188,000","119.6","98,818,000","-211.6","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20142015","2015-06-30T00:00:00","The Segal Company","1,019,916,000","1,220,268,961","-200,352,961","119.6","95,262,223","-210.3","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20132014","2014-06-30T00:00:00","The Segal Company","1,006,000,000","1,143,000,000","-137,000,000","113.6","96,258,993","-142.3","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20122013","2012-06-30T00:00:00","The Segal Company","952,866,000","1,003,929,281","-51,063,281","105.4","100,595,720","-50.8","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20112012","2011-06-30T00:00:00","The Segal Company","917,940,520","1,022,995,688","-105,055,168","111.4","98,999,869","-106.1","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20102011","2010-06-30T00:00:00","The Segal Company","919,285,576","1,018,605,310","-99,319,734","110.8","102,686,418","-96.7","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20092010","2009-06-30T00:00:00","The Segal Company","874,355,429","1,045,774,084","-171,418,655","119.6","102,354,704","-167.5","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20082009","2008-06-30T00:00:00","The Segal Company","830,035,820","1,066,777,845","-236,742,025","128.5","98,912,644","-239.3","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20072008","2007-06-30T00:00:00","The Segal Company","773,235,605","1,000,961,198","-227,725,593","129.5","89,516,195","-254.4","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20062007","2006-06-30T00:00:00","The Segal Company","722,722,173","906,222,782","-183,500,609","125.4","73,422,505","-222.4","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20052006","2005-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","670,101,000","846,718,000","-176,617,000","126.4","73,422,505","-240.5","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20042005","2003-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","617,878,774","749,504,608","-131,625,834","121.3","72,812,722","-201.7","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20032004","2003-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","617,878,774","749,504,608","-131,625,834","121.3","66,899,509","-196.8","1","NULL"
"City of Fresno Fire and Police Retirement System","7231","20022003","2002-06-30T00:00:00","Mercer Human Resource Consulting","590,855,000","814,680,000","-223,825,000","137.9","64,149,390","-348.9","1","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20152016","NULL","DCP",,,"0","NULL","1,140,629","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20142015","NULL","DCP",,,"0","NULL","1,311,657","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20132014","NULL","DCP",,,"0","NULL","1,309,390","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20122013","NULL","DCP",,,"0","NULL","1,267,816","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20102011","NULL","dcp",,,"0","NULL","1,360,138","0","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20082009","NULL","dcp",,,"0","NULL","1,392,588","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20072008","NULL","dcp",,,"0","NULL","1,596,455","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20062007","NULL","dcp","0","0","0","NULL","1,789,650","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20042005","NULL","NULL",,,"0","NULL","2,102,720","0","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20032004","NULL","DCP",,,"0","NULL","15,358,122","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20022003","NULL","DCP",,,"0","NULL","26,198,606","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20152016","2015-01-01T00:00:00","Bryan, Pendleton, Swats & McAllister, LLC","20,354,907","20,188,450","166,457","99.2","333,602","49.8","1","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20142015","2014-01-01T00:00:00","Bryan Pendleton, Swats & McAllister LL","20,289,365","19,267,179","1,022,186","95","325,697","313.8","1","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20132014","2012-01-01T00:00:00","Bryan, Pendleton, Swats & McAllister LLC","19,899,154","17,679,854","2,219,300","88.8","305,226","727.1","1","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20122013","2012-01-01T00:00:00","Bryan, Pendleton, Swats & McAllister LLC","19,899,154","17,679,854","2,219,300","88.8","299,043","742.1","1","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20112012","2010-01-01T00:00:00","BRYAN, PENDLETONE, SWATS & MCALLISTER LLC","19,422,816","18,165,593","1,257,223","93.5","299,394","419.9","1","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20102011","2010-01-01T00:00:00","Bryan, Pendleton, Swats & Mcallister LLC","19,422,816","18,165,593","1,257,223","93.5","298,955","401.3","1","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20092010","2008-01-01T00:00:00","AON Consulting","19,070,867","18,792,094","278,773","98.5","297,026","93.9","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20082009","2008-01-01T00:00:00","AON Consulting","19,070,867","18,792,094","278,773","98.5","288,560","96.6","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20072008","2006-01-01T00:00:00","Aon Consulting","17,366,549","17,366,549","0","100","334,996","0","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20062007","2006-01-01T00:00:00","Aon Consulting","17,366,549","17,366,549","0","100","334,996","0","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20052006","2004-01-01T00:00:00","AON Consulting","16,980,735","16,980,735","0","100","454,693","0","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20042005","2004-01-01T00:00:00","AON Consulting","16,980,735","16,980,735","0","100","454,693","0","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20032004","2002-03-01T00:00:00","Aon consulting","16,283,427","16,283,427","0","100","1,651,312","0","7","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20022003","2002-03-01T00:00:00","AON Consulting","16,883,401","16,283,427","599,974","96.4","1,756,074","34.2","7","NULL"
"City of Kerman Employees' Retirement Trust","7251","20062007","NULL","DCP",,,"0","NULL",,"NULL","NULL","NULL"
"City of Kerman Employees' Retirement Trust","7251","20052006","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"City of Kerman Employees' Retirement Trust","7251","20042005","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"City of Kerman Employees' Retirement Trust","7251","20032004","NULL","DCP",,,"0","NULL",,"NULL","NULL","NULL"
"City of Kerman Employees' Retirement Trust","7251","20022003","NULL","DCP",,,"0","NULL",,"NULL","NULL","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20152016","2016-06-30T00:00:00","Segal Consulting","18,798,510,534","17,645,338,395","1,153,172,139","93.9","1,400,808,351","82.3","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20142015","2015-06-30T00:00:00","Segal Group","18,337,507,075","16,770,060,026","1,567,447,049","91.5","1,405,171,211","111.5","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20132014","2014-06-30T00:00:00","The Segal Group","18,114,229,307","15,678,480,269","2,435,749,038","86.6","1,402,715,039","173.6","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20122013","2013-06-30T00:00:00","The Segal Group Inc","17,632,425,090","14,657,712,639","2,974,712,451","83.1","1,367,236,866","217.6","1","NULL"
"City of Oakland Fire and Police Retirement System","7222","20142015","2014-07-01T00:00:00","Cheiron","651,053,000","420,890,000","230,163,000","64.6","0","NULL","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20112012","2012-06-30T00:00:00","The Segal Company","17,030,833,184","14,251,913,532","2,778,919,652","83.7","1,341,913,740","207.1","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20102011","2011-06-30T00:00:00","The Segal Group","16,616,476,266","14,337,669,409","2,278,806,857","86.3","1,343,963,356","169.6","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20092010","2010-06-30T00:00:00","The Segal Group","15,520,624,313","14,219,580,662","1,301,043,651","91.6","1,356,986,476","95.9","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20082009","2009-06-30T00:00:00","The Segal Company","14,817,145,691","14,256,610,416","560,535,275","96.2","1,357,248,936","41.3","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20072008","2008-06-30T00:00:00","The Segal Company","14,279,115,742","14,153,296,122","125,819,620","99.1","1,135,591,951","11.1","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20062007","2007-06-30T00:00:00","The Segal Company","13,324,089,628","13,215,668,458","108,421,170","99.2","1,135,591,951","9.5","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20052006","2006-06-30T00:00:00","The Segal Company","12,811,383,737","12,121,402,902","689,980,835","94.6","1,092,814,844","63.1","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20042005","2005-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","12,357,524,467","11,634,113,683","723,410,784","94.1","1,037,444,702","69.7","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20032004","2004-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","11,389,980,813","11,735,696,180","-345,715,367","103","1,001,003,937","-34.5","1","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20022003","2003-06-30T00:00:00","Gabriel, Roeder, Smith & Company","12,130,319,404","12,283,289,393","-152,969,989","101.3","970,726,720","-15.8","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20152016","2016-07-01T00:00:00","The Segal Company","12,289,229,001","10,344,355,801","1,944,873,200","84.2","861,818,854","225.6","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20142015","2015-07-01T00:00:00","The Segal  Company","11,218,445,567","9,750,343,300","1,468,102,267","86.9","839,213,254","174.9","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20132014","2014-07-01T00:00:00","The Segal Company","10,975,550,617","8,877,594,529","2,097,956,088","80.9","819,923,866","255.8","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20122013","2013-07-01T00:00:00","The Segal Company","10,094,867,871","7,958,487,587","2,136,380,284","78.8","900,254,454","237.3","1","0"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20112012","2012-07-01T00:00:00","The Segal company","9,692,602,852","7,573,885,754","2,118,717,098","78.1","886,539,366","239","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20102011","2011-07-01T00:00:00","The Segal Company","9,297,204,318","7,465,183,643","1,832,020,675","80.3","870,203,423","210.5","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20092010","2010-07-01T00:00:00","The Segal Company","8,893,618,433","7,244,429,689","1,649,188,744","81.5","856,089,559","192.6","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20082009","2009-07-01T00:00:00","The Segal Company","8,057,060,950","7,248,721,252","808,339,698","90","805,137,795","100.4","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20072008","2008-07-01T00:00:00","The Segal Company","7,619,102,935","7,247,853,233","371,249,702","95.1","708,731,840","52.4","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20062007","2006-07-01T00:00:00","The Segal Company","7,046,571,241","6,447,763,436","598,807,805","91.5","670,372,663","94.2","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20052006","2006-07-01T00:00:00","The Segal Company","7,046,571,241","6,447,763,436","598,807,805","91.5","635,728,131","94.2","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20042005","2004-07-01T00:00:00","The Segal Company","6,421,813,922","6,251,421,125","170,392,797","97.3","581,038,783","29.3","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20032004","2004-07-01T00:00:00","The Segal Company","6,421,813,922","6,251,421,125","170,392,797","97.3","522,227,280","32.6","1","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20022003","2003-07-01T00:00:00","The Segal Company","6,042,000,000","6,128,000,000","-86,000,000","101.4","472,432,303","-18.2","1","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20152016","2016-06-30T00:00:00","Block Consulting Acturaries","296,622","198,928","97,694","67.1","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20142015","2014-06-30T00:00:00","Block Consulting Actuaries","315,443","237,180","78,263","75.2","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20132014","2014-06-30T00:00:00","Block Consulting Actuaries","315,443","278,200","37,243","88.2","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20122013","2012-06-30T00:00:00","Block Consulting Acturaries","373,634","315,899","57,735","84.5","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20112012","2012-06-30T00:00:00","Block Consulting Actuaries","373,634","353,339","20,295","94.6","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20102011","2010-06-30T00:00:00","Block Consulting Actuaries","377,004","405,545","-28,541","107.6","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20092010","2010-06-30T00:00:00","Block Consulting Actuaries","377,004","405,545","-28,541","107.6","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20082009","2008-06-30T00:00:00","Block Consulting Actuaries","432,935","461,030","-28,095","106.5","0","NULL","5","NULL"
"City of Mill Valley Retirement System","7242","20042005","NULL","Not required to have AVR","0","0","0","NULL",,"NULL","8","no actuary"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20072008","2008-06-30T00:00:00","Block Consulting Actuaries, Inc.","432,935","461,030","-28,095","106.5","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20062007","2006-06-30T00:00:00","Block Consulting Actuaries, Inc.","444,497","444,497","0","100","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20052006","2006-06-30T00:00:00","Block Consulting Actuaries, Inc.","444,497","444,497","0","100","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20042005","2004-06-30T00:00:00","Block Consulting Actuaries","498,155","472,367","25,788","94.8","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20032004","2004-06-30T00:00:00","Block Consulting Actuaries","498,155","499,227","-1,072","100.2","0","NULL","5","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20022003","2002-06-30T00:00:00","Block Consulting Actuaries","516,298","582,400","-66,102","112.8","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20152016","2016-06-30T00:00:00","Block Consulting Actuaries","103,650","68,758","34,892","66.3","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20142015","2014-06-30T00:00:00","Block Consulting Actuaries","111,304","85,757","25,547","77","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20132014","2014-06-30T00:00:00","Block Consulting Actuaries","111,304","102,674","8,630","92.2","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20122013","2012-06-30T00:00:00","Block Consulting Acturaries","133,183","118,255","14,928","88.8","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20112012","2012-06-30T00:00:00","Block Consulting Actuaries","133,183","133,653","-470","100.4","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20102011","2010-06-30T00:00:00","Block Consulting Actuaries","136,197","169,591","-33,394","124.5","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20092010","2010-06-30T00:00:00","Block Consulting Actuaries","189,506","175,571","13,935","92.6","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20082009","2008-06-30T00:00:00","Block Consulting Actuaries","189,506","193,627","-4,121","102.2","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20072008","2008-06-30T00:00:00","Block Consulting Actuaries, Inc.","189,506","193,627","-4,121","102.2","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20062007","2006-06-30T00:00:00","Block Consulting Actuaries, Inc.","192,805","192,805","0","100","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20052006","2006-06-30T00:00:00","Block Consulting Actuaries, Inc.","192,805","192,805","0","100","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20042005","2004-06-30T00:00:00","Block Consulting Actuaries","196,289","183,066","13,223","93.3","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20032004","2004-06-30T00:00:00","Block Consulting Actuaries","196,289","196,711","-422","100.2","0","NULL","5","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20022003","2002-06-30T00:00:00","Block Consulting Actuaries","200,915","224,064","-23,149","111.5","0","NULL","5","NULL"
"City of Mill Valley Retirement System","7242","20052006","NULL","Not required to have AVR",,,"0","NULL",,"NULL","8","Pay As You Go"
"City of Mill Valley Retirement System","7242","20032004","NULL","Not Required by SCO",,,"0","NULL",,"NULL","8","Actual Costs Paid as Incurred"
"City of Mill Valley Retirement System","7242","20022003","NULL","None",,,"0","NULL",,"NULL","8","Actual Costs Paid as Incurred"
"City of Oakland Fire and Police Retirement System","7222","20152016","2015-07-01T00:00:00","Cheiron","642,110,000","394,573,000","247,537,000","61.4","0","NULL","1","NULL"
"City of Oakland Fire and Police Retirement System","7222","20132014","2013-07-01T00:00:00","Cheiron","655,399,000","440,383,000","215,016,000","67.2","0","NULL","1","NULL"
"City of Oakland Fire and Police Retirement System","7222","20122013","2012-07-01T00:00:00","Bartel Associates, LLC","658,279,000","257,221,000","401,058,000","39.1","129,176,000","310.5","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20112012","2011-07-01T00:00:00","Bartel Associates, LLC","683,162,000","256,394,000","426,768,000","37.5","144,045,000","296.3","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20102011","2010-07-01T00:00:00","Bart Associates, LLC","792,202,000","297,829,000","494,373,000","37.6","144,045,000","343.2","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20092010","2010-07-01T00:00:00","Bartel Associates, LLC","792,202,000","297,829,000","494,373,000","37.6","100,000","494373","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20082009","2009-07-01T00:00:00","Bartel Associates, LLC","782,457,000","347,182,000","435,275,000","44.4","100,000","317719","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20072008","2007-07-01T00:00:00","Bartel Associates, LLC","888,136","566,040","322,096","63.7","163,359","197.2","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20062007","2005-07-01T00:00:00","Milliman USA","883,609,000","614,898,000","268,711,000","69.6","367,191","73180.2","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20052006","2005-07-01T00:00:00","Milliman USA","883,609,000","614,898,000","268,711,000","69.6","300,000","89570.3","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20042005","2004-07-01T00:00:00","Milliman USA","890,309,000","621,583,000","268,726,000","69.8","5,894,707","89575.3","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20032004","2003-07-01T00:00:00","Milliman USA","890,768,000","615,105,000","275,663,000","69.1","400,000","68915.8","7","NULL"
"City of Oakland Fire and Police Retirement System","7222","20022003","2002-07-01T00:00:00","Milliman USA","877,064,000","674,693,000","202,371,000","76.9","5,620,307","3600.7","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20142015","2014-07-01T00:00:00","Bartel Associates, LLC","2,824,000","4,774,000","-1,950,000","169.1","0","NULL","1","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20132014","2014-07-01T00:00:00","Bartel Associates, LLC","2,824,000","4,774,000","-1,950,000","169.1","0","NULL","1","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20122013","2012-07-01T00:00:00","Bartel Associates, LLC","3,630,000","4,448,000","-818,000","122.5","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20112012","2010-07-01T00:00:00","Bartel Associates, LLC","5,471,000","4,728,000","743,000","86.4","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20102011","2010-07-01T00:00:00","Bartel Associates, LLC","5,471,000","4,728,000","743,000","86.4","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20092010","2010-07-01T00:00:00","Bartel Associates, LLC","5,471,000","4,728,000","743,000","86.4","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20082009","2007-07-01T00:00:00","Bartel Associates, LLC","7,516,000","9,371,000","-1,855,000","124.7","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20072008","2007-07-01T00:00:00","Bartel Associates, LLC","7,516,000","9,371,000","-1,855,000","124.7","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20062007","2005-07-01T00:00:00","Milliman USA","5,276,963","10,594,836","-5,317,873","200.8","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20052006","2005-07-01T00:00:00","Milliman USA","5,276,963","10,594,836","-5,317,873","200.8","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20042005","2003-07-01T00:00:00","Milliman USA","6,713,749","11,668,132","-4,954,383","173.8","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20032004","2003-07-01T00:00:00","Milliman USA","6,713,749","11,668,132","-4,954,383","173.8","0","NULL","7","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20022003","2002-07-01T00:00:00","Milliman USA","7,802,585","13,402,620","-5,600,035","171.8","127,100","-4406","7","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20152016","2016-06-30T00:00:00","Bartel Associates","155,824,000","125,479,000","30,345,000","80.5","13,447,666","225.6","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20142015","2015-06-30T00:00:00","Bartel Associates","162,154,000","129,984,000","32,170,000","80.2","13,644,833","235.7","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20132014","2014-06-30T00:00:00","Bartel Associates","159,516,000","130,183,000","29,333,000","81.6","14,140,462","207.4","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20122013","2013-06-30T00:00:00","Bartel Associates","168,781,000","127,985,000","40,796,000","75.8","0","284.8","1","NULL"
"City of Richmond General Pension Plan","7227","20092010","2009-07-01T00:00:00","Bartel Associates, LLC","5,916,052","1,770,210","4,145,842","29.9","0","NULL","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20112012","2012-06-30T00:00:00","Bartel Associates","174,249,000","136,272,000","37,977,000","78.2","14,147,887","268.4","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20102011","2011-06-30T00:00:00","Bartel Associates","179,284,000","105,811,000","73,473,000","59","0","NULL","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20092010","2010-06-30T00:00:00","Bartel Associates","166,096,000","109,740,000","56,356,000","66.1","0","NULL","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20082009","2009-06-30T00:00:00","Public Pension Professionals, Inc.","177,803,309","119,551,189","58,252,120","67.2","0","NULL","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20072008","2008-06-30T00:00:00","PUBLIC PENSION PROFESSIONALS","178,747,842","131,321,211","47,426,631","73.5","178,927","26506.1","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20062007","2007-06-30T00:00:00","Public Pension Professionals","183,046,073","131,136,702","51,909,371","71.6","145,786","35606.6","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20052006","2006-06-30T00:00:00","Public Pension Professionals, Inc.","184,851,528","127,840,725","57,010,803","69.2","141,059","40416.3","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20042005","2005-06-30T00:00:00","Public Pension Professionals, Inc.","185,181,366","132,729,995","52,451,371","71.7","277,488","18902.2","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20032004","2004-06-30T00:00:00","Public Pension Professionals, Inc.","186,072,418","117,100,312","68,972,106","62.9","738,815","18167.3","1","NULL"
"City of Pasadena Fire and Police Retirement System","7239","20022003","2003-06-30T00:00:00","Public Pension Professionals, Inc.","199,168,153","122,105,136","77,063,017","61.3","2,684,811","2870.3","1","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20152016","2016-06-30T00:00:00","Bartel Associates, LLC","2,100,484","10,853,164","-8,752,680","516.7","0","NULL","1","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20142015","2014-06-30T00:00:00","Bartel Assciates, LLC","2,619,053","9,630,760","-7,011,707","367.7","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20132014","2014-06-30T00:00:00","Bartel Assciates, LLC","2,619,053","9,630,760","-7,011,707","367.7","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20122013","2013-01-01T00:00:00","Bartel Assciates, LLC","2,469,210","8,566,168","-6,096,958","346.9","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20112012","2010-01-01T00:00:00","Bartel Assciates, LLC","2,864,314","8,285,972","-5,421,658","289.3","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20102011","2010-01-01T00:00:00","Bartel Associates,LLC","2,864,314","8,285,972","-5,421,658","289.3","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20092010","2010-01-01T00:00:00","Bartel Associates, LLC","2,864,314","8,285,972","-5,421,658","289.3","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20082009","2007-01-01T00:00:00","Bartel Associates, LLC","3,137,361","7,132,339","-3,994,978","227.3","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20072008","2007-01-01T00:00:00","Bartel Associates, LLC","3,137,361","7,132,339","-3,994,978","227.3","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20062007","2007-01-01T00:00:00","Bartel Associates, LLC","3,137,361","7,132,339","-3,994,978","227.3","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20052006","2004-01-01T00:00:00","Oliver Consulting","3,309,757","6,076,182","-2,766,425","183.6","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20042005","2004-01-01T00:00:00","Oliver Consulting","3,309,757","6,076,182","-2,766,425","183.6","0","NULL","5","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20032004","2004-01-01T00:00:00","Oliver Consulting","3,309,757","6,076,182","-2,766,425","183.6","0","NULL","5","NULL"
