"Entity Name","Entity ID","Fiscal Year","Valuation Date","Name of Actuary","Actuarial Accrued Liability_Funding Position","Actuarial Value of Assets","Unfunded Actuarial Accrued Liability (UAAL)","Funded Ratio (Rounded to Nearest Tenth, Example: 99.9) (%)","Annual Covered Payroll_Funding Position","UAAL as a Percenrate of ACP (%)","Select Method Used to Determine Actuarial Accrued Liability","Please Specifiy Other Method"
"City of Piedmont Police and Fire Pension Plan","7224","20022003","2001-01-01T00:00:00","Oliver Consulting","3,465,803","5,471,671","-2,005,868","157.9","0","NULL","5","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20152016","2014-06-30T00:00:00","Bartell Associates","15,768","3,502","12,266","22.2","0","NULL","8","Mortality Scale AA Used to Determine Actuarial Accrued Liability"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20142015","2014-06-30T00:00:00","Bartell Associates","15,768","3,502","12,266","22.2","0","NULL","8","Mortality Scale AA Used to Determine Actuarial Accrued Liability"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20132014","2014-06-30T00:00:00","Bartel Associates, LLC","15,768","3,502","12,266","22.2","0","NULL","8","Mortality Scale AA Used to Determine Actuarial Accrued Liability"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20122013","2011-06-30T00:00:00","Bartell Associates","18,249","19,324","-1,075","105.9","0","NULL","8","Mortaility Scale AA Used to Determine Actuarial Accrued Liability"
"City of Richmond General Pension Plan","7227","20082009","2007-07-01T00:00:00","Bartel Associates, LLC","5,242,136","2,416,881","2,825,255","46.1","0","NULL","1","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20112012","2011-06-30T00:00:00","Bartell Associates","18,249","19,324","-1,075","105.9","0","NULL","8","Mortality Table Scale AA used to determine actuarial accrued liability"
"City of Richmond General Pension Plan","7227","20152016","2015-07-01T00:00:00","Van Iwaarden Associates","3,899,557","2,923,920","975,637","75","0","NULL","1","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20102011","2011-06-30T00:00:00","Bartel Associates, LLC","18,249","19,324","-1,075","105.9","0","NULL","8","Mortality Table - Scale AA used to determine actuarial accrued liability"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20092010","2007-06-30T00:00:00","Bartel Associates, LLC","40,592","28,802","11,790","71","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20082009","2007-06-30T00:00:00","Bartel Associates, LLC","40,592","28,802","11,790","71","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20072008","2007-06-30T00:00:00","Bartel Associates, LLC","40,592","28,802","11,790","71","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20062007","2007-06-30T00:00:00","Bartel Associates, LLC","40,592","28,802","11,790","71","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20052006","2004-06-30T00:00:00","Oliver Consulting","65,590","31,938","33,652","48.7","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20042005","2004-06-30T00:00:00","Oliver Consulting","65,590","31,938","33,652","48.7","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20032004","2004-06-30T00:00:00","Oliver Consulting","65,590","31,938","33,652","48.7","0","NULL","8","Mortality Table"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20022003","2001-04-01T00:00:00","Oliver Consulting",,,"0","NULL",,"NULL","8","Mortality table"
"City of Richmond Garfield Pension Plan","7229","20152016","2015-07-01T00:00:00","Van Iwaarden Associates","765,834","492,113","273,721","64.3","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20142015","2015-07-01T00:00:00","Van Iwaarden Associates","765,834","492,113","273,721","64.3","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20132014","2013-07-01T00:00:00","Bartel Associates","807,034","259,887","547,147","32.2","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20122013","2013-07-01T00:00:00","Bartel Associates LLC","863,415","244,660","618,755","28.3","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20112012","2011-07-01T00:00:00","Bartel Associates LLC","853,422","334,121","519,301","39.2","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20102011","2011-07-01T00:00:00","Bartel Associates, LLC","596,216","334,121","262,095","56","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20092010","2009-07-01T00:00:00","Bartel Associates, LLC","893,734","336,274","557,460","37.6","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20082009","2007-07-01T00:00:00","Bartel Associates, LLC","899,777","326,228","573,549","36.3","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20072008","2007-07-01T00:00:00","Bartel Associates, LLC","899,777","326,228","573,549","36.3","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20062007","2005-07-01T00:00:00","Oliver Consulting","915,287","301,298","613,989","32.9","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20052006","2005-07-01T00:00:00","Oliver Consulting","915,287","301,298","613,989","32.9","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20042005","2005-07-01T00:00:00","Oliver Consulting","915,287","301,298","613,989","32.9","0","NULL","1","NULL"
"City of Richmond Garfield Pension Plan","7229","20032004","NULL","NULL",,,"0","NULL","0","NULL","8","None"
"City of Richmond Garfield Pension Plan","7229","20022003","NULL","NULL",,,"0","NULL","0","NULL","8","None"
"City of Richmond General Pension Plan","7227","20142015","2015-07-01T00:00:00","Van Iwaarden Associates","3,899,557","2,923,920","975,637","75","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20132014","2013-07-01T00:00:00","Bartels Associates LLC","3,775,051","1,043,196","2,731,855","27.6","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20122013","2013-07-01T00:00:00","Bartel Associates LLC","4,219,909","1,033,168","3,186,741","24.5","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20112012","2011-07-01T00:00:00","Bartel Associates LLC","4,699,140","1,387,026","3,312,114","29.5","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20102011","2011-07-01T00:00:00","Bartel Associates LLC","4,699,140","1,387,026","3,312,114","29.5","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20072008","2007-07-01T00:00:00","Bartel Associates, LLC","5,242,136","2,416,881","2,825,255","46.1","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20062007","2005-07-01T00:00:00","Oliver Consulting","5,614,489","3,141,392","2,473,097","56","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20052006","2005-07-01T00:00:00","Oliver Consulting","5,614,489","3,141,392","2,473,097","56","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20042005","2005-07-01T00:00:00","Oliver Consulting","5,614,489","3,141,392","2,473,097","56","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20032004","2003-07-01T00:00:00","Oliver Consulting","6,331,911","1,663,342","4,668,569","26.3","0","NULL","1","NULL"
"City of Richmond General Pension Plan","7227","20022003","2002-07-01T00:00:00","Oliver Consulting","6,246,070","2,145,405","4,100,665","34.3","756,402","542.1","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20152016","2015-07-01T00:00:00","Van Iwaarden Associates","22,684,864","7,967,986","14,716,878","35.1","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20142015","2015-07-01T00:00:00","Van Iwaarden Associates","22,684,864","7,967,986","14,716,878","35.1","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20132014","2013-07-01T00:00:00","Bartel Associates LLC","23,237,147","16,681,824","6,555,323","71.8","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20122013","2013-07-01T00:00:00","Bartel Associates LLC","25,094,272","19,834,552","5,259,720","79","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20112012","2011-07-01T00:00:00","Bartel Associates LLC","33,488,006","20,894,469","12,593,537","62.4","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20102011","2011-07-01T00:00:00","Bartel Associates, LLC","33,488,006","20,894,469","12,593,537","62.4","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20092010","2009-07-01T00:00:00","Bartel Associates, LLC","40,786,586","18,850,504","21,936,082","46.2","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20082009","2007-07-01T00:00:00","Bartel Associates, LLC","43,591,093","22,910,310","20,680,783","52.6","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20072008","2007-07-01T00:00:00","Bartel Associates, LLC","43,591,093","22,910,310","20,680,783","52.6","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20062007","2005-07-01T00:00:00","Oliver Consulting","41,653,180","19,251,702","22,401,478","46.2","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20052006","2005-07-01T00:00:00","Oliver Consulting","41,653,180","19,251,702","22,401,478","46.2","0","NULL","1","NULL"
"Home Gardens Sanitary District Pension Plan","7157","20082009","NULL","dcp",,,"0","NULL","101,329","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20042005","2005-07-01T00:00:00","Oliver Consulting","41,653,180","19,251,702","22,401,478","46.2","0","NULL","1","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20032004","2003-07-01T00:00:00","Oliver Consulting","46,523,759","22,624,427","23,899,332","48.6","0","NULL","1","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20042005","NULL","dcp",,,"0","NULL","3,023,903","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20022003","2002-07-01T00:00:00","Oliver Consulting","49,135,204","25,177,947","23,957,257","51.2","5,179,919","462.5","1","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20152016","NULL","Defined Contribution Plan",,,"0","NULL","3,219,167","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20142015","NULL","Defined Contribution Plan",,,"0","NULL","3,201,063","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20132014","NULL","Defined Contribution Plan",,,"0","NULL","3,156,707","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20122013","NULL","Defined Contribution Plan",,,"0","NULL","3,166,496","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20112012","NULL","Defined Contribution Plan",,,"0","NULL","3,237,032","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20102011","NULL","Defined Contribution Plan",,,"0","NULL","3,147,492","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20092010","NULL","Defined Contribution Plan",,,"0","NULL","3,786,493","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20082009","NULL","Defined Contribution Plan",,,"0","NULL","3,920,738","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20072008","NULL","Defined Contribution Plan",,,"0","NULL","3,579,894","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20062007","NULL","Defined Contribution Plan",,,"0","NULL","3,153,040","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20052006","NULL","Defined Contribution Plan",,,"0","NULL","2,618,086","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20042005","NULL","Defined Contribution Plan",,,"0","NULL","2,316,415","0","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20032004","NULL","Defined Contribution Plan",,,"0","NULL","2,125,934","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20022003","NULL","Defined Contribution Plan",,,"0","NULL","1,890,914","NULL","NULL","NULL"
"City of Sacramento City Employees' Retirement System","7245","20152016","2016-06-30T00:00:00","Bartel Associates, LLC","366,141,000","286,675,000","79,466,000","78.3","1,020,000","7790.7","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20142015","2015-06-30T00:00:00","Bartel Associates, LLC","376,479,000","293,036,000","83,443,000","77.8","1,180,000","NULL","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20132014","2013-06-30T00:00:00","Bartel Associates, LLC","372,670,000","312,414,000","60,256,000","83.8","2,279,000","2644","8","Total pension liability as required by GASB Statement No. 67"
"City of Sacramento City Employees' Retirement System","7245","20122013","2013-06-30T00:00:00","Bartel Associates, LLC","382,000,000","292,000,000","90,000,000","76.4","2,279,000","3949.1","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20112012","2012-06-30T00:00:00","Bartel Associates, LLC","388,862,000","294,111,000","94,751,000","75.6","2,960,000","3201","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20102011","2011-06-30T00:00:00","Bartel Associates, LLC","397,000,000","297,000,000","100,000,000","74.8","4,132,000","2420.1","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20092010","2010-06-30T00:00:00","Bartel Associates, LLC","395,000,000","297,000,000","98,000,000","75.2","5,302,000","1848.4","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20082009","2009-06-30T00:00:00","Bartel Associates, LLC","398,000,000","314,000,000","84,000,000","78.9","5,749,000","1461.1","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20072008","2008-06-30T00:00:00","Bartel Associates, LLC","392,180,000","359,960,000","32,220,000","91.8","8,868,786","363.3","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20062007","2007-06-30T00:00:00","Bartel Associates, LLC","394,976,000","365,171,000","29,805,000","92.5","9,587,157","310.9","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20052006","2006-06-30T00:00:00","Bartel Associates, LLC","394,730,000","364,910,397","29,819,603","92.4","10,277,298","290.2","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20042005","2005-06-30T00:00:00","Towers Perrin","370,428,219","373,773,000","-3,344,781","100.9","10,479,805","-31.9","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20032004","2004-06-30T00:00:00","Tower Perrin","362,677,562","393,884,000","-31,206,438","108.6","12,793,683","-243.9","1","NULL"
"City of Sacramento City Employees' Retirement System","7245","20022003","2003-06-30T00:00:00","Towers Perrin","363,242,372","386,077,000","-22,834,628","106.3","13,597,187","-167.9","1","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20152016","2015-06-30T00:00:00","Bartel Associates, LLC","31,322,000","18,468,994","12,853,006","59","466,911","2752.7","1","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20142015","2014-07-01T00:00:00","Bartel Associates, LLC","29,832,000","19,374,693","10,457,307","64.9","450,886","2319.2","1","NULL"
