entity_name,entity_id,fiscal_year,AAL,AVA,UAAL,funded_ratio,ACP,contributions,investment_income,other_additions,admin_expense,benefit_payments,member_refunds,other_deductions,return_1yr,return_3yr,return_5yr,adc_amount,contribution_deficiency,net_cash_flow,contribution_to_payroll,funded_ratio_prev,funded_ratio_change
San Mateo County Employees' Retirement Association,7273,2003,1781544000.0,1353941000.0,427603000.0,76.0,323896000.0,58719773.0,39141909.0,8040.0,1886892.0,68989297.0,1205576.0,0.0,-2.07,-10.17,-2.59,,,25787957.0,0.18129205979697186,,
San Mateo County Employees' Retirement Association,7273,2004,1921328506.0,1452621173.0,468707333.0,75.6,365385000.0,87136017.0,193333166.0,0.0,1911755.0,74016331.0,1734439.0,718772.0,15.56,4.13,3.56,,,202087886.0,0.2384772691818219,76.0,-0.4000000000000057
San Mateo County Employees' Retirement Association,7273,2005,1921328506.0,1452621173.0,468707333.0,75.6,364412000.0,110578489.0,140210676.0,0.0,2234610.0,83182487.0,1458257.0,3533.0,10.15,9.75,3.56,,,163910278.0,0.3034435995521553,75.6,0.0
San Mateo County Employees' Retirement Association,7273,2006,2345149000.0,1769021000.0,576128000.0,75.4,368972000.0,116052215.0,166874903.0,0.0,2085970.0,87914563.0,2257849.0,40620.0,10.66,12.1,6.6,,,190628116.0,0.3145285143588131,75.6,-0.19999999999998863
San Mateo County Employees' Retirement Association,7273,2007,2555504000.0,1976731000.0,578773000.0,77.4,416069697.0,143245604.0,298286382.0,0.0,2582026.0,94788302.0,2243677.0,201168.0,16.58,12.42,11.26,,,341716813.0,0.3442827128071286,75.4,2.0
San Mateo County Employees' Retirement Association,7273,2008,2806222000.0,2218937000.0,587285000.0,79.1,424586435.0,165450753.0,-176043049.0,0.0,3231136.0,103970064.0,3074453.0,7913.0,-7.65,6.01,8.68,,,-120875862.0,0.38967507993984785,77.4,1.6999999999999886
San Mateo County Employees' Retirement Association,7273,2009,2987712000.0,1909679000.0,1078033000.0,63.9,445151712.0,156494646.0,-457309316.0,1615317.0,3286995.0,113990807.0,2794916.0,67139.0,-21.26,-5.36,0.66,,,-419339210.0,0.35155350812174346,79.1,-15.199999999999996
San Mateo County Employees' Retirement Association,7273,2010,3098453000.0,2179076000.0,919377000.0,70.3,437130219.0,156583806.0,195411540.0,784410.0,3372967.0,122141091.0,2736025.0,32776.0,12.8,-6.39,1.14,,,224496897.0,0.3582086051113295,63.9,6.399999999999999
San Mateo County Employees' Retirement Association,7273,2011,3246727000.0,2405140000.0,841587000.0,74.1,432540974.0,199487899.0,437653899.0,603616.0,3547526.0,129834540.0,2474445.0,9529.0,23.92,3.26,3.45,,,501879374.0,0.46120000414111056,70.3,3.799999999999997
San Mateo County Employees' Retirement Association,7273,2012,3442553000.0,2480271000.0,962282000.0,72.0,427649539.0,200636897.0,-11024518.0,750244.0,5033047.0,139207590.0,3627492.0,-33331.0,0.03,11.81,0.33,,,42527825.0,0.46916196254802933,74.1,-2.0999999999999943
San Mateo County Employees' Retirement Association,7273,2013,3572750000.0,2618639000.0,954111000.0,73.3,414551308.0,199716112.0,326983459.0,781402.0,4914187.0,149265647.0,5749776.0,29685.0,13.6,11.8,4.3,,,367521678.0,0.4817645202074721,72.0,1.2999999999999972
San Mateo County Employees' Retirement Association,7273,2014,3797042000.0,2993187000.0,803855000.0,78.8,429407376.0,249471060.0,482049870.0,614095.0,5645004.0,159341978.0,3214129.0,65292.0,17.3,9.9,13.0,,,563868622.0,0.5809659403708054,73.3,5.5
San Mateo County Employees' Retirement Association,7273,2015,4045786000.0,3343550000.0,702236000.0,82.6,462640136.0,228715978.0,111320053.0,309983.0,5978705.0,168109207.0,3357011.0,118717.0,3.5,11.3,11.2,,,162782374.0,0.4943712406309685,78.8,3.799999999999997
San Mateo County Employees' Retirement Association,7273,2016,4362296000.0,3624726000.0,737570000.0,83.1,493790364.0,247163194.0,24111756.0,5188007.0,6676149.0,179497261.0,3366437.0,10942.0,0.7,7.0,6.7,,,86912168.0,0.500542764742975,82.6,0.5
San Mateo County Employees' Retirement Association,7273,2017,4719850000.0,3976717000.0,743133000.0,84.3,522222624.0,260887236.0,436648487.0,27221.0,6979335.0,190364393.0,2875887.0,29832.0,12.6,5.5,9.4,164877000.0,-33850000.0,497313497.0,0.49957091862799113,83.1,1.2000000000000028
San Mateo County Employees' Retirement Association,7273,2018,4970535000.0,4351502000.0,619033000.0,87.6,541472683.0,271460991.0,280118858.0,27540.0,7293262.0,204728873.0,4325730.0,0.0,6.7,6.5,8.0,179626584.0,-27630129.0,335259524.0,0.5013382937362326,84.3,3.299999999999997
San Mateo County Employees' Retirement Association,7273,2019,5459978000.0,4685502000.0,774476000.0,85.82,554734196.0,313194038.0,271691483.0,0.0,8551977.0,223614044.0,3571079.0,0.0,5.4,8.2,5.7,194830054.0,-50668357.0,349148421.0,0.5645839759984799,87.6,-1.7800000000000011
San Mateo County Employees' Retirement Association,7273,2020,5786054000.0,4998316000.0,787738000.0,86.39,593295084.0,269213763.0,42392222.0,0.0,8392465.0,242024866.0,3796276.0,0.0,-0.2,3.9,4.9,198582998.0,0.0,57392378.0,0.45376031297100716,85.82,0.5700000000000074
San Mateo County Employees' Retirement Association,7273,2021,6227066000.0,5488958000.0,738108000.0,88.15,600368542.0,338968956.0,1133176546.0,0.0,8409931.0,259355774.0,2796160.0,0.0,24.3,9.4,9.5,225302472.0,-39700000.0,1201583637.0,0.5646014610805508,86.39,1.7600000000000051
San Mateo County Employees' Retirement Association,7273,2022,6530039000.0,5922894000.0,607145000.0,90.7,611956610.0,323914002.0,-366626155.0,0.0,8789823.0,276502232.0,4407296.0,0.0,-4.4,5.9,5.9,234746179.0,-15200000.0,-332411504.0,0.5293087723980954,88.15,2.549999999999997
San Mateo County Employees' Retirement Association,7273,2023,7035641000.0,6215283000.0,820358000.0,88.34,631144281.0,326604331.0,341245832.0,0.0,9652501.0,298934170.0,3895438.0,0.0,5.1,7.7,5.7,238938203.0,-10000000.0,355368054.0,0.5174796648438615,90.7,-2.3599999999999994
San Mateo County Employees' Retirement Association,7273,2024,7418282000.0,6498988000.0,919294000.0,87.61,676865990.0,267902753.0,540652056.0,0.0,9396844.0,317230700.0,5277498.0,0.0,9.2,3.2,6.4,175572103.0,-10000000.0,476649767.0,0.3957988094511884,88.34,-0.730000000000004
Santa Barbara County Employees' Retirement System,7274,2003,1454864000.0,1346665000.0,108199000.0,92.6,257237000.0,46595741.0,52875342.0,4012.0,1520815.0,51443905.0,1204495.0,0.0,5.0,-1.5,2.5,,,45305880.0,0.18113934231856227,,
Santa Barbara County Employees' Retirement System,7274,2004,1578769000.0,1379170000.0,199599000.0,87.4,266961000.0,52968440.0,185318089.0,4001.0,1985863.0,57634424.0,1467988.0,0.0,16.1,5.0,3.5,,,177202255.0,0.19841265203531602,92.6,-5.199999999999989
Santa Barbara County Employees' Retirement System,7274,2005,1687632000.0,1443824000.0,243808000.0,85.6,267786000.0,61548644.0,135321963.0,49497.0,1842161.0,64254302.0,1284974.0,0.0,9.9,10.2,4.1,,,129538667.0,0.22984265047463273,87.4,-1.8000000000000114
Santa Barbara County Employees' Retirement System,7274,2006,1809656000.0,1552776000.0,256880000.0,85.8,287382000.0,69034338.0,158667623.0,55990.0,2464794.0,71018064.0,1474822.0,0.0,10.8,12.24,7.11,,,152800271.0,0.2402180303568073,85.6,0.20000000000000284
Santa Barbara County Employees' Retirement System,7274,2007,1956834000.0,1620338000.0,336496000.0,82.8,294163067.0,79248435.0,264382602.0,2233265.0,2859108.0,76846452.0,1883614.0,0.0,17.2,12.6,11.7,,,264275128.0,0.26940307567571015,85.8,-3.0
Santa Barbara County Employees' Retirement System,7274,2008,2135900000.0,1891500000.0,244400000.0,88.6,307263504.0,84940244.0,-133439995.0,629238.0,2730648.0,77346971.0,1819710.0,873448.0,-7.1,6.2,8.8,,,-130641290.0,0.27644104455698715,82.8,5.799999999999997
Santa Barbara County Employees' Retirement System,7274,2009,2263862319.0,1705733020.0,558129299.0,75.3,307381758.0,86985601.0,-333787258.0,63736.0,3045028.0,89180779.0,1609893.0,855754.0,-19.0,-4.2,1.3,,,-341429375.0,0.28298882004572307,88.6,-13.299999999999997
Santa Barbara County Employees' Retirement System,7274,2010,2616146856.0,1927229175.0,688917681.0,73.7,307506129.0,96296128.0,194583078.0,228877.0,4045903.0,97813216.0,1319448.0,0.0,14.4,-4.9,2.1,,,187929516.0,0.31315189818541794,75.3,-1.5999999999999943
Santa Barbara County Employees' Retirement System,7274,2011,2749813302.0,2007859156.0,741954146.0,73.0,306528285.0,105279777.0,345700174.0,23724517.0,4112150.0,106661513.0,1476583.0,0.0,21.8,4.1,4.1,,,362454222.0,0.34345860448082305,73.7,-0.7000000000000028
Santa Barbara County Employees' Retirement System,7274,2012,2874384000.0,2046641000.0,827743000.0,71.2,302876753.0,123288721.0,38356055.0,223470.0,4023062.0,113525989.0,1071850.0,0.0,2.0,12.4,1.4,,,43247345.0,0.40705904226330636,73.0,-1.7999999999999972
Santa Barbara County Employees' Retirement System,7274,2013,2968134000.0,2150006000.0,818128000.0,72.4,301318000.0,129606230.0,167955473.0,395294.0,4235523.0,121855352.0,591490.0,0.0,7.8,10.3,4.4,,,171274632.0,0.4301310575538136,71.2,1.2000000000000028
Santa Barbara County Employees' Retirement System,7274,2014,2968134000.0,2150006000.0,818128000.0,72.4,301318000.0,133741662.0,328631462.0,220926.0,4288603.0,130288118.0,812467.0,0.0,15.2,8.2,12.1,,,327204862.0,0.443855534684287,72.4,0.0
Santa Barbara County Employees' Retirement System,7274,2015,3098015000.0,2513630000.0,584385000.0,81.1,308727000.0,140234490.0,20563777.0,276510.0,4404342.0,136804317.0,966902.0,0.0,0.4,7.7,9.2,,,18899216.0,0.4542346150482465,72.4,8.699999999999989
Santa Barbara County Employees' Retirement System,7274,2016,3231134000.0,2532529000.0,698605000.0,78.4,320914000.0,141059667.0,31680682.0,1119722.0,5192806.0,145711312.0,946405.0,0.0,1.38,5.47,5.28,,,22009548.0,0.43955597761394016,81.1,-2.6999999999999886
Santa Barbara County Employees' Retirement System,7274,2017,3571000000.0,2555000000.0,1016000000.0,71.6,0.0,142311000.0,263747000.0,266000.0,5734000.0,153185000.0,1044000.0,0.0,,,,121991000.0,0.0,246361000.0,,78.4,-6.800000000000011
Santa Barbara County Employees' Retirement System,7274,2018,3702297000.0,2801307000.0,900990000.0,75.7,336413000.0,153907000.0,223082000.0,232000.0,6351000.0,168377000.0,1374000.0,0.0,,,,131374000.0,0.0,201119000.0,0.45749421098471227,71.6,4.1000000000000085
Santa Barbara County Employees' Retirement System,7274,2019,3888127000.0,3002019000.0,886108000.0,77.21,359819461.0,160313000.0,224638000.0,204000.0,6784000.0,180528000.0,1728000.0,0.0,,,,133708000.0,0.0,196115000.0,0.44553732461958195,75.7,1.509999999999991
Santa Barbara County Employees' Retirement System,7274,2020,4080638000.0,3198134000.0,882504000.0,78.37,366344225.0,173203000.0,24566000.0,199000.0,6523000.0,193810000.0,1837000.0,0.0,,,,141585000.0,0.0,-4202000.0,0.4727875811335637,77.21,1.1600000000000108
Santa Barbara County Employees' Retirement System,7274,2021,4297728.0,3193932.0,1103796.0,74.32,380355927.0,185613000.0,822524000.0,184000.0,5695000.0,204081000.0,1578000.0,0.0,,,,150093000.0,0.0,796967000.0,0.4879981796629135,78.37,-4.050000000000011
Santa Barbara County Employees' Retirement System,7274,2022,4460991.0,3990899.0,470092.0,89.46,395157000.0,197952000.0,-70745000.0,215000.0,6162000.0,213237000.0,2079000.0,0.0,,,,161388000.0,0.0,-94056000.0,0.500945193935575,74.32,15.14
Santa Barbara County Employees' Retirement System,7274,2023,4713760000.0,3896843000.0,816917000.0,82.67,412151000.0,195829000.0,277601000.0,183000.0,6410000.0,229393000.0,2563000.0,0.0,9.01,11.02,8.05,157307000.0,0.0,235247000.0,0.4751389660585562,89.46,-6.789999999999992
Santa Barbara County Employees' Retirement System,7274,2024,4922924000.0,4132090000.0,790834000.0,83.94,440152000.0,211784000.0,344871000.0,209000.0,6682000.0,250717000.0,2339000.0,0.0,8.73,5.3,7.87,170153000.0,0.0,297126000.0,0.48116105345426124,82.67,1.269999999999996
Sonoma County Employees' Retirement Association,7275,2003,1012150000.0,898925000.0,113225000.0,88.8,251947000.0,37084516.0,-101310609.0,137585.0,1280405.0,41793374.0,779803.0,36790.0,-11.41,-6.6,1.6,,,-107978880.0,0.14719173476961425,,
Sonoma County Employees' Retirement Association,7275,2004,1129504000.0,1100103000.0,29401000.0,97.4,260347000.0,251570090.0,206227145.0,141317.0,1654321.0,48279156.0,683526.0,1012175.0,24.56,1.09,3.45,,,406309374.0,0.966287646871291,88.8,8.600000000000009
Sonoma County Employees' Retirement Association,7275,2005,1225402000.0,1182465000.0,42937000.0,96.5,253024951.0,48188296.0,121821057.0,187256.0,1969491.0,50521007.0,734804.0,143296.0,11.47,7.15,2.79,,,116828011.0,0.19044879095737874,97.4,-0.9000000000000057
Sonoma County Employees' Retirement Association,7275,2006,1352634488.0,1276770928.0,75863560.0,94.4,265247594.0,55572421.0,110678461.0,0.0,1892145.0,62103745.0,1154270.0,339983.0,9.12,14.86,4.67,,,100760739.0,0.209511498905434,96.5,-2.0999999999999943
Sonoma County Employees' Retirement Association,7275,2007,1509083000.0,1369669000.0,139414000.0,90.8,273548409.0,61625363.0,196145209.0,0.0,1966338.0,69944932.0,838152.0,370366.0,14.64,11.72,9.0,,,184650784.0,0.22528137972098386,94.4,-3.6000000000000085
Sonoma County Employees' Retirement Association,7275,2008,1653847000.0,1476496000.0,177351000.0,89.3,292771517.0,67033993.0,129360958.0,0.0,2379336.0,77544322.0,1117563.0,411459.0,9.69,11.12,13.76,,,114942271.0,0.22896350603668866,90.8,-1.5
Sonoma County Employees' Retirement Association,7275,2009,1842404000.0,1540461000.0,301943000.0,83.6,334390573.0,72662350.0,-553386456.0,0.0,2448239.0,85260190.0,1322832.0,380847.0,-29.54,-3.96,1.51,,,-570136214.0,0.21729784230490254,89.3,-5.700000000000003
Sonoma County Employees' Retirement Association,7275,2010,1967058000.0,1564970000.0,402088000.0,79.6,322483489.0,84913421.0,226583770.0,0.0,2551139.0,91741932.0,1433390.0,406221.0,18.84,-2.8,2.81,,,215364509.0,0.2633109101594966,83.6,-4.0
Sonoma County Employees' Retirement Association,7275,2011,2139460000.0,1890874000.0,248586000.0,88.4,323600808.0,375082589.0,211749032.0,0.0,2732410.0,101587493.0,1683974.0,466049.0,12.86,-1.87,3.51,,,480361695.0,1.1590903969559927,79.6,8.800000000000011
Sonoma County Employees' Retirement Association,7275,2012,2220520000.0,1867117000.0,353403000.0,84.1,308643667.0,71654478.0,3906805.0,0.0,2880484.0,113000246.0,1918882.0,794712.0,1.01,11.94,0.87,,,-43033041.0,0.23215923623665344,88.4,-4.300000000000011
Sonoma County Employees' Retirement Association,7275,2013,2383700000.0,1856847000.0,526853000.0,77.9,302764027.0,82041977.0,242603774.0,0.0,2991566.0,123831668.0,2132731.0,548167.0,14.83,9.7,1.89,,,195141619.0,0.2709766342221363,84.1,-6.199999999999989
Sonoma County Employees' Retirement Association,7275,2014,2466224000.0,2016781000.0,449443000.0,81.8,329893979.0,87344025.0,370240030.0,0.0,3227323.0,134310807.0,1649649.0,550502.0,19.88,11.63,13.91,,,317845774.0,0.26476392586722536,77.9,3.8999999999999915
Sonoma County Employees' Retirement Association,7275,2015,2510253000.0,2167210000.0,343043000.0,86.3,324418883.0,98305391.0,117662316.0,0.0,3107522.0,140429774.0,1245610.0,482844.0,6.16,13.57,11.06,,,70701957.0,0.3030199416598078,81.8,4.5
Sonoma County Employees' Retirement Association,7275,2016,2694979000.0,2289057000.0,405922000.0,84.9,339516785.0,106953758.0,34589119.0,0.0,3267855.0,147277253.0,2086976.0,258059.0,2.0,9.13,8.59,,,-11347266.0,0.3150175859493957,86.3,-1.3999999999999915
Sonoma County Employees' Retirement Association,7275,2017,2807398000.0,2399171000.0,408227000.0,85.5,356129644.0,104422169.0,189948848.0,0.0,3665142.0,155220271.0,2231475.0,553849.0,9.23,5.79,10.33,63639564.0,0.0,132700280.0,0.29321392015319003,84.9,0.5999999999999943
Sonoma County Employees' Retirement Association,7275,2018,2916856000.0,2557299000.0,359557000.0,87.7,369750901.0,107983000.0,394909000.0,0.0,3156000.0,162973000.0,2975000.0,576000.0,16.7,9.19,10.65,63822000.0,0.0,333212000.0,0.292042560837465,85.5,2.200000000000003
Sonoma County Employees' Retirement Association,7275,2019,3072077000.0,2667345000.0,404732000.0,86.83,378159621.0,112992000.0,-107078000.0,0.0,3072000.0,170370000.0,2192000.0,511000.0,-3.04,7.26,6.0,67425000.0,0.0,-170231000.0,0.2987944606597752,87.7,-0.8700000000000045
Sonoma County Employees' Retirement Association,7275,2020,3143323000.0,2811292000.0,332031000.0,89.44,378158735.0,109814000.0,415559000.0,0.0,3152000.0,179424000.0,3322000.0,394000.0,16.96,9.76,8.06,63822000.0,0.0,339081000.0,0.2903912823804004,86.83,2.6099999999999994
Sonoma County Employees' Retirement Association,7275,2021,3264403000.0,2981688000.0,282715000.0,91.34,400561892.0,124870000.0,225040000.0,0.0,2846000.0,185982000.0,4111000.0,186000.0,8.6,7.19,9.4,77506000.0,0.0,156785000.0,0.3117370935525739,89.44,1.9000000000000057
Sonoma County Employees' Retirement Association,7275,2022,3460051000.0,3215505000.0,244546000.0,92.93,408278337.0,124009000.0,522238000.0,0.0,2827000.0,193130000.0,2376000.0,228000.0,18.57,14.62,11.23,73142000.0,-1811000.0,447686000.0,0.3037364189126694,91.34,1.5900000000000034
Sonoma County Employees' Retirement Association,7275,2023,3582766000.0,3311174000.0,271592000.0,92.42,423271414.0,125786000.0,-269319000.0,0.0,3366000.0,201711000.0,2964000.0,155000.0,-6.87,6.26,6.25,70966000.0,-5596000.0,-351729000.0,0.2971757502149673,92.93,-0.5100000000000051
Sonoma County Employees' Retirement Association,7275,2024,3730227000.0,3500687000.0,229540000.0,93.85,457288313.0,131007000.0,400093000.0,0.0,3790000.0,212793000.0,2623000.0,380000.0,13.63,7.38,9.48,73994000.0,-4418000.0,311514000.0,0.2864866568326228,92.42,1.4299999999999926
Stanislaus County Employees' Retirement Association,7276,2003,870768000.0,878821000.0,-8053000.0,100.9,193733618.0,34728482.0,48433499.0,126162.0,1048692.0,36981411.0,1561286.0,0.0,,,,,,43696754.0,0.17925893481223273,,
Stanislaus County Employees' Retirement Association,7276,2004,1088543393.0,1068245285.0,20298108.0,98.1,200543435.0,36055481.0,155155377.0,114058.0,1194775.0,40999778.0,1326769.0,0.0,16.5,5.6,7.5,,,147803594.0,0.1797888871306109,100.9,-2.8000000000000114
Stanislaus County Employees' Retirement Association,7276,2005,1088543393.0,1068245285.0,20298108.0,98.1,197664000.0,38881088.0,90454029.0,249166.0,1289150.0,45881596.0,2347241.0,0.0,8.5,10.0,7.9,,,80066296.0,0.19670293022502833,98.1,0.0
Stanislaus County Employees' Retirement Association,7276,2006,1116310000.0,1049690942.0,66619058.0,94.0,220664468.0,44282653.0,117221769.0,51174.0,1482769.0,50506696.0,2482105.0,0.0,10.3,11.7,7.1,,,107084026.0,0.20067867473797368,98.1,-4.099999999999994
Stanislaus County Employees' Retirement Association,7276,2007,1194904000.0,1154048000.0,40856000.0,96.6,211680754.0,53105351.0,207191911.0,0.0,1980926.0,67599162.0,2730463.0,0.0,16.8,11.8,11.5,,,187986711.0,0.2508747252478135,94.0,2.5999999999999943
Stanislaus County Employees' Retirement Association,7276,2008,1194904000.0,1154048000.0,40856000.0,96.6,219768000.0,43244855.0,-121409123.0,0.0,2044286.0,67785111.0,2442426.0,0.0,-8.2,5.7,8.4,,,-150436091.0,0.19677503094172036,96.6,0.0
Stanislaus County Employees' Retirement Association,7276,2009,1548824000.0,1317167000.0,231657000.0,85.0,242009399.0,44333858.0,-221031397.0,0.0,2080130.0,71861210.0,2537978.0,0.0,-16.4,-3.6,1.4,,,-253176857.0,0.1831906454178666,96.6,-11.599999999999994
Stanislaus County Employees' Retirement Association,7276,2010,1653716000.0,1171767000.0,481949000.0,70.9,248316424.0,42560605.0,165053844.0,0.0,2307436.0,71464735.0,1731971.0,0.0,15.9,-3.8,2.8,,,132110307.0,0.17139665719412905,85.0,-14.099999999999994
Stanislaus County Employees' Retirement Association,7276,2011,1737824000.0,1325801000.0,412023000.0,76.3,231538198.0,45453781.0,261842492.0,0.0,2037167.0,74826404.0,1906153.0,0.0,22.9,6.0,5.0,,,228526549.0,0.19631223440721432,70.9,5.3999999999999915
Stanislaus County Employees' Retirement Association,7276,2012,1737823813.0,1325801248.0,412022565.0,76.3,231538198.0,47839327.0,3724754.0,0.0,2144748.0,80157222.0,1832811.0,0.0,0.7,12.8,1.9,,,-32570700.0,0.20661526872555172,76.3,0.0
Stanislaus County Employees' Retirement Association,7276,2013,1757717511.0,1372046240.0,385671271.0,78.1,221541008.0,59363368.0,189988287.0,0.0,2065345.0,87102798.0,1545763.0,0.0,14.5,12.3,6.5,,,158637749.0,0.2679565672103469,76.3,1.7999999999999972
Stanislaus County Employees' Retirement Association,7276,2014,1888713204.0,1451763548.0,436949656.0,76.9,215057468.0,68631907.0,274896108.0,0.0,2249260.0,93266904.0,1515567.0,0.0,18.2,11.0,14.2,,,246496284.0,0.319132870103353,78.1,-1.1999999999999886
Stanislaus County Employees' Retirement Association,7276,2015,1919227000.0,1524076000.0,395151000.0,79.4,222897794.0,76809266.0,68722781.0,0.0,2378966.0,100099055.0,1759101.0,0.0,4.2,12.2,11.8,,,41294925.0,0.34459410576311045,76.9,2.5
Stanislaus County Employees' Retirement Association,7276,2016,2026371000.0,1644077000.0,382294000.0,81.1,235092377.0,82112818.0,-31322276.0,0.0,2315223.0,106946768.0,1219042.0,0.0,-1.3,6.7,7.0,,,-59690491.0,0.34927894748369487,79.4,1.6999999999999886
Stanislaus County Employees' Retirement Association,7276,2017,2391522000.0,1763629000.0,627893000.0,73.8,255646516.0,88488305.0,252309705.0,0.0,2644554.0,114290758.0,2553100.0,0.0,14.4,5.3,9.5,63024560.0,0.0,221309598.0,0.34613538406289096,81.1,-7.299999999999997
Stanislaus County Employees' Retirement Association,7276,2018,2537067000.0,1845764000.0,691303000.0,72.8,268009042.0,103712760.0,154988199.0,0.0,2791409.0,121266628.0,1905488.0,0.0,8.1,6.7,8.3,76966471.0,0.0,132737434.0,0.386974854378234,73.8,-1.0
Stanislaus County Employees' Retirement Association,7276,2019,2648162000.0,1968231000.0,679931000.0,74.32,281979654.0,116332244.0,99280525.0,0.0,2557391.0,129100668.0,2674023.0,0.0,5.1,9.1,5.8,88589381.0,0.0,81280687.0,0.412555453380335,72.8,1.519999999999996
Stanislaus County Employees' Retirement Association,7276,2020,2749068000.0,2100278000.0,648790000.0,76.4,300352383.0,122330254.0,18496773.0,0.0,3216625.0,138223922.0,1761673.0,0.0,1.3,4.8,,92685.0,0.0,-2375193.0,0.40728910747480235,74.32,2.0800000000000125
Stanislaus County Employees' Retirement Association,7276,2021,2897223000.0,2199956000.0,697267000.0,75.93,298044207.0,122860752.0,556195649.0,0.0,3393869.0,149015287.0,1915614.0,0.0,25.2,10.1,10.5,93308.0,0.0,524731631.0,0.412223251163543,76.4,-0.46999999999999886
Stanislaus County Employees' Retirement Association,7276,2022,3028647000.0,2290287000.0,738360000.0,75.62,303573549.0,130766328.0,-169153892.0,0.0,3475764.0,158258447.0,4050751.0,0.0,-6.4,5.9,6.2,100768.0,0.0,-204172526.0,0.43075665989595163,75.93,-0.3100000000000023
Stanislaus County Employees' Retirement Association,7276,2023,3153032000.0,2483712000.0,669320000.0,78.77,333330505.0,138142784.0,173418657.0,0.0,4361938.0,168768709.0,3013593.0,0.0,6.7,7.7,5.9,105090.0,0.0,135417201.0,0.41443186845440383,75.62,3.1499999999999915
Stanislaus County Employees' Retirement Association,7276,2024,3379554000.0,2603763000.0,775791000.0,77.04,357174000.0,151474307.0,246159703.0,0.0,4302140.0,178235672.0,2653662.0,0.0,9.6,3.1,6.8,116285000.0,0.0,212442536.0,0.4240910788579236,78.77,-1.7299999999999898
Tulare County Employees' Retirement Association,7277,2003,608504728.0,634248706.0,-25743978.0,104.2,162396577.0,16226736.0,16944870.0,49562.0,1180730.0,25044483.0,2925441.0,0.0,3.57,-1.21,5.66,,,4070514.0,0.09992043120465526,,
Tulare County Employees' Retirement Association,7277,2004,649648748.0,665243885.0,-15595137.0,102.4,158032372.0,20903709.0,107791242.0,49562.0,1149099.0,28500335.0,2902119.0,0.0,17.99,5.55,6.9,,,96192960.0,0.13227485442033357,104.2,-1.7999999999999972
Tulare County Employees' Retirement Association,7277,2005,608504728.0,634248706.0,-25743978.0,104.2,164777131.0,22312804.0,80933519.0,49562.0,1157147.0,31314574.0,3961841.0,0.0,11.47,12.84,10.42,,,66862323.0,0.13541201903800595,102.4,1.7999999999999972
Tulare County Employees' Retirement Association,7277,2006,714656078.0,681618145.0,33037933.0,95.4,164777131.0,25838729.0,101792852.0,103562.0,1184704.0,33399125.0,3484984.0,0.0,13.44,14.11,8.16,,,89666330.0,0.1568101643910768,104.2,-8.799999999999997
Tulare County Employees' Retirement Association,7277,2007,792843643.0,729898582.0,62945061.0,92.1,186948702.0,33594527.0,165066160.0,72057.0,1355939.0,35328187.0,3425207.0,0.0,18.66,14.32,12.8,,,158623411.0,0.1796991722360287,95.4,-3.3000000000000114
Tulare County Employees' Retirement Association,7277,2008,792843643.0,729898582.0,62945061.0,92.1,186948702.0,40449224.0,-81051326.0,49586.0,1460141.0,38840980.0,4447283.0,0.0,-7.54,7.57,10.27,,,-85300920.0,0.21636536422702737,92.1,0.0
Tulare County Employees' Retirement Association,7277,2009,846029756.0,800967495.0,45062261.0,94.7,204802798.0,41423523.0,-198452460.0,51758.0,1535272.0,42039209.0,3861403.0,0.0,-20.05,-4.27,2.0,,,-204413063.0,0.20226053259291896,92.1,2.6000000000000085
Tulare County Employees' Retirement Association,7277,2010,946414313.0,879050943.0,67363370.0,92.9,226836534.0,43669940.0,79550169.0,51837.0,1703798.0,46073060.0,3271979.0,0.0,10.91,-6.41,1.99,,,72223109.0,0.1925172247606287,94.7,-1.7999999999999972
Tulare County Employees' Retirement Association,7277,2011,996746659.0,919178551.0,77568108.0,92.2,227305938.0,41233605.0,183507113.0,55612.0,1694942.0,50430014.0,3351823.0,0.0,22.0,2.7,3.5,,,169319551.0,0.18140135432801585,92.9,-0.7000000000000028
Tulare County Employees' Retirement Association,7277,2012,1033210615.0,946640331.0,86570284.0,91.6,217811354.0,41727969.0,-12155061.0,55315.0,1720190.0,54334974.0,4354187.0,0.0,-0.9,10.3,-0.2,,,-30781128.0,0.19157848401236235,92.2,-0.6000000000000085
Tulare County Employees' Retirement Association,7277,2013,1072144238.0,969635647.0,102508591.0,90.4,219853614.0,48277525.0,112289019.0,56517.0,1779872.0,58529719.0,3394090.0,0.0,11.7,10.6,3.7,,,96919380.0,0.219589408250528,91.6,-1.1999999999999886
Tulare County Employees' Retirement Association,7277,2014,1101456271.0,981945613.0,119510658.0,89.1,222634628.0,44922088.0,176828141.0,55730.0,2048615.0,62653764.0,3300343.0,0.0,17.1,9.1,11.9,,,153803237.0,0.2017749368260898,90.4,-1.3000000000000114
Tulare County Employees' Retirement Association,7277,2015,1186057453.0,1048159873.0,137897580.0,88.4,230954756.0,49879491.0,10876983.0,166026.0,2408394.0,65478474.0,3081414.0,0.0,1.3,10.0,10.0,,,-10045782.0,0.21597083283273025,89.1,-0.6999999999999886
Tulare County Employees' Retirement Association,7277,2016,1271831710.0,1101929443.0,169902267.0,86.6,234569001.0,48111791.0,-20474116.0,165615.0,2615856.0,69134188.0,3198234.0,0.0,-1.0,5.6,5.5,,,-47144988.0,0.20510719999186935,88.4,-1.8000000000000114
